QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q543,what is a form of legal ownership,"Ownership of property may be private, collective, or common and the property may be objects , land/real estate , or intellectual property .",Ownership,0,form legal ownership,ownership property may private collective common property may object landreal estate intellectual property .
Q544,where in oregon is albany,"Albany is the 11th largest city in the U.S. state of Oregon , and is the county seat of Linn County .","Albany, Oregon",0,oregon albany,albany 11th largest city u.s. state oregon county seat linn county .
Q545,where in oregon is albany,"It is located in the Willamette Valley at the confluence of the Calapooia River and the Willamette River in both Linn and Benton counties, just east of Corvallis and south of Salem .","Albany, Oregon",0,oregon albany,located willamette valley confluence calapooia river willamette river linn benton county east corvallis south salem .
Q546,who wrote what's my name rihanna,"The R&B song was produced by the Norwegian production duo StarGate , and was written by the duo along with Ester Dean , Traci Hale , and Drake .",What's My Name? (Rihanna song),0,wrote whats name rihanna,rb song produced norwegian production duo stargate written duo along ester dean traci hale drake .
Q547,what year did isaac newton die,Sir Isaac Newton (25 December 164220 March 1727) was an English physicist and mathematician who is widely regarded as one of the most influential scientists of all time and as a key figure in the scientific revolution .,Isaac Newton,6,year isaac newton die,sir isaac newton 25 december 164220 march 1727 english physicist mathematician widely regarded one influential scientist time key figure scientific revolution .
Q548,what is a constant in math?,"A mathematical constant is a special number , usually a real number , that is ""significantly interesting in some way"".",Mathematical constant,0,constant math,mathematical constant special number usually real number significantly interesting way .
Q549,when did abraham lincoln write the emancipation proclamation??,"The Emancipation Proclamation was an order issued to all segments of the Executive branch (including the Army and Navy) of the United States by President Abraham Lincoln on January 1, 1863, during the American Civil War .",Emancipation Proclamation,0,abraham lincoln write emancipation proclamation,emancipation proclamation order issued segment executive branch including army navy united state president abraham lincoln january 1 1863 american civil war .
Q550,what part of the pre-world war 1 arms race was the most intense?,"The causes of World War I , which began in central Europe in late July 1914 and finished in 1918, included many factors, such as the conflicts and hostility of the four decades leading up to the war.",Causes of World War I,0,part preworld war 1 arm race intense,cause world war began central europe late july 1914 finished 1918 included many factor conflict hostility four decade leading war .
Q551,who owns land rover,"It is part of the Jaguar Land Rover group, a subsidiary of Tata Motors of India.",Land Rover,0,owns land rover,part jaguar land rover group subsidiary tata motor india .
Q552,what states have legalized prostitution,"Currently, Nevada is the only state to allow brothel prostitution, the terms of which are stipulated in the Nevada Revised Statutes.",Prostitution in the United States,0,state legalized prostitution,currently nevada state allow brothel prostitution term stipulated nevada revised statute .
Q553,what states are on the east coast,"The states which have shoreline on the East Coast are, from north to south, the U.S. states of Maine , New Hampshire , Massachusetts , Rhode Island , Connecticut , New York , New Jersey , Delaware , Maryland , Virginia , North Carolina , South Carolina , Georgia , and Florida .",East Coast of the United States,0,state east coast,state shoreline east coast north south u.s. state maine new hampshire massachusetts rhode island connecticut new york new jersey delaware maryland virginia north carolina south carolina georgia florida .
Q554,when president nixon resigns,"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th President of the United States , serving from 1969 to 1974, when he became the only president to resign the office.",Richard Nixon,0,president nixon resigns,richard milhous nixon january 9 1913 – april 22 1994 37th president united state serving 1969 1974 became president resign office .
Q555,when did sertraline come on the market,It was introduced to the market by Pfizer in 1991.,Sertraline,7,sertraline come market,introduced market pfizer 1991 .
Q556,where fourth of july came from,"Independence Day, commonly known as the Fourth of July, is a federal holiday in the United States commemorating the adoption of the Declaration of Independence on July 4, 1776, declaring independence from the Kingdom of Great Britain .",Independence Day (United States),0,fourth july came,independence day commonly known fourth july federal holiday united state commemorating adoption declaration independence july 4 1776 declaring independence kingdom great britain .
Q557,when did secretariat win,"Secretariat (March 30, 1970 – October 4, 1989) was an American Thoroughbred racehorse that in 1973 became the first U.S. Triple Crown champion in 25 years.",Secretariat (horse),0,secretariat win,secretariat march 30 1970 – october 4 1989 american thoroughbred racehorse 1973 became first u.s. triple crown champion 25 year .
